startup_name ;Industries;Location;Investor Name;Lead Investor ;Number of Investors;Funding Type ;Month;Day;Year
Activ Surgical;Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Robotics;Boston, Massachusetts, United States, North America;Alumni Ventures, ATEL Growth Capital, BAM Elevate, Cota Capital, Hikma Ventures, LRVHealth, Magnetar Capital, Mint Venture Partners, Rising Tide, Ronovo Surgical, Tao Capital Partners;Hikma Ventures;11;Series B;Mar;22;2022
Nucleai;Artificial Intelligence (AI), Health Care, Machine Learning;Chicago, Illinois, United States, North America;Debiopharm Innovation Fund, Fosun RZ Capital, Grove Ventures, S32, Sanofi Ventures, Vertex Ventures Israel;S32, Sanofi Ventures;6;Series B;Mar;22;2022
Subject;E-Learning, EdTech, Media and Entertainment, SaaS;Beverly Hills, California, United States, North America;Hispanic Scholarship Fund, Karman Ventures, Kleiner Perkins, Owl Ventures, SoftBank;Owl Ventures;5;Series A;Mar;22;2022
Saphyre;Artificial Intelligence (AI), Asset Management, Enterprise Software, Financial Services, FinTech, Software;Hoboken, New Jersey, United States, North America;BNP Paribas, HCAP Partners, JP Morgan;HCAP Partners;3;Series A;Mar;22;2022
Alife;Artificial Intelligence (AI), Health Care, Machine Learning, Software;San Francisco, California, United States, North America;Farvatn Venture, Lux Capital, Maveron, Union Square Ventures;Lux Capital, Maveron, Union Square Ventures;4;Series A;Mar;22;2022
Shop-Ware;Automotive, Consumer Software, E-Commerce, Enterprise Software, Fleet Management, Local, SaaS, Software;San Francisco, California, United States, North America;Bosch, Insight Partners;—;2;Series B;mar;23;2022
Novolyze;Artificial Intelligence (AI), Cloud Data Services, Food and Beverage, Food Processing, Internet of Things, Quality Assurance, SaaS, Supply Chain Management;Bethesda, Maryland, United States, North America;European Innovation Council, Liberset, WAVE Equity Partners;WAVE Equity Partners;3;Series A;Mar;23;2022
Island;Cyber Security, Enterprise Software, Information Technology, Web Browsers;Dallas, Texas, United States, North America;Insight Partners, Sequoia Capital, Stripes;Insight Partners;3;Series B;Mar;23;2022
Spectro Cloud;Cloud Management, Information Technology, SaaS, Software;San Jose, California, United States, North America;Alter Venture Partners, boldstart ventures, Leonis Capital, Sierra Ventures, Stripes, T-Mobile Ventures, The Syndicate Group, WestWave Capital;Stripes;8;Series B;Mar;23;2022
Theta Lake;Compliance, Cyber Security, Data Storage, Ediscovery, FinTech, Natural Language Processing;Santa Barbara, California, United States, North America;Battery Ventures, Cisco Investments, Lightspeed Venture Partners, Neotribe Ventures, RingCentral Ventures, Salesforce Ventures, Zoom;Battery Ventures;7;Series B;Mar;23;2022
Trayt;Enterprise Software, Health Care, Health Diagnostics, Information Technology, Software;Redwood City, California, United States, North America;DigitalDx Ventures, Vajra Direct, LLC;—;2;Series A;Mar;24;2022
REACH;"
Business Information Systems, Customer Service, Digital Signage, Enterprise Software, Identity Management, Information Services, SaaS, Software";San Francisco, California, United States, North America;Grayhawk Capital, NFX, Pritzker Group Venture Capital;Grayhawk Capital;3;Series A;Mar;24;2022
Leapsome;Human Resources, Information Technology, Internet, SaaS, Software;New York, New York, United States, North America;Creandum, Insight Partners, Visionaries Club;"
Insight Partners";3;Series A;Mar;24;2022
Simetrik;Data Management, Financial Services, FinTech, Marketing Automation, Payments, Software;San Francisco, California, United States, North America;Amador Holdings, Clocktower Technology Ventures, Cometa, Fen Ventures, FinTech Collective, FJ Labs, Global Founders Capital, Jason Pate, Mercado Libre Fund, MONASHEES, Moore Strategic Ventures, RaliCap, Santiago Suarez, Simma Capital, Tiger Global Management, Wayra;FinTech Collective;16;Series A;Mar;24;2022
Crux;Big Data, Data Integration, Information Technology, Software;San Francisco, California, United States, North America;Goldman Sachs Asset Management, Two Sigma;Goldman Sachs Asset Management, Two Sigma;2;Series A;mar;28;2022
biospatial;Analytics, Health Care, Information Services, Predictive Analytics;Durham, North Carolina, United States, North America;Alerion Ventures, Bull City Venture Partners, Cofounders Capital, East Carolina Angels, Front Porch Venture Partners, Gratus Private Capital, IDEA Fund Partners, Wolfpack Investor Network;Cofounders Capital;8;Series A;Mar;28;2022
Sprockets;SaaS, Software;Mount Pleasant, South Carolina, United States, North America;Blu Venture Investors, Forté Ventures, Healthy Ventures, Lytical Ventures, Thayer Ventures, VentureSouth;Forté Ventures;6;Series A;Mar;28;2022
Pinecone;Artificial Intelligence (AI), Database, Generative AI, Semantic Search, Vertical Search;New York, New York, United States, North America;Menlo Ventures, Tiger Global Management, Wing Venture Capital;Menlo Ventures;3;Series A;Mar;29;2022
Sanas;Artificial Intelligence (AI), Language Learning, SaaS, Software, Translation Service;Palo Alto, California, United States, North America;Alorica, Assurant Ventures, Carya Venture Partners, DN Capital, General Catalyst, Gokul Rajaram, GV, Human Capital, Insight Partners, Quiet Capital;Insight Partners;10;Series A;Mar;29;2022
BoostUp.ai;Accounting, Analytics, Artificial Intelligence (AI), Finance, Information Technology, Machine Learning, Predictive Analytics, Sales, Sales Automation, Software;Santa Clara, California, United States, North America;Canaan Partners, Emergent Ventures, NGP Capital, Twilio;NGP Capital;4;Series B;Mar;29;2022
Mosaic.tech;Analytics, Artificial Intelligence (AI), B2B, Big Data, FinTech, Machine Learning, SaaS, Software;San Diego, California, United States, North America;9Yards Capital, Fifth Down Capital, Founders Fund, Friends & Family Capital, General Catalyst, Roble Ventures, XYZ Venture Capital;Founders Fund;7;Series B;Mar;30;2022
Arena;B2B, Enterprise Software, Publishing, Real Time, Social Media, Social Shopping, Video Chat, Web Development;San Francisco, California, United States, North America;Artisanal Ventures, Craft Ventures, CRV, Globo Ventures, Mu Ventures, Vela Partners;CRV;6;Series A;Mar;30;2022
Apploi;Health Care, Mobile, Recruiting, SaaS, Software;New York, New York, United States, North America;Accelerator Ventures, Defy.vc, m]x[v, Underscore VC;m]x[v;4;Series B;Mar;30;2022
Kubit;Analytics, Business Intelligence, Predictive Analytics, Product Management;Oakland, California, United States, North America;Global Venture Capital, Insight Partners, Shasta Ventures, TSVC;Global Venture Capital, Insight Partners;4;Series A;Mar;30;2022
Antimatter;B2B, Infrastructure, SaaS, Security;Oakland, California, United States, North America;General Catalyst, New Enterprise Associates, Union Labs Ventures;New Enterprise Associates;3;Series A;Mar;31;2022
Brave;Advertising, Artificial Intelligence (AI), Blockchain, Cryptocurrency, Internet, Machine Learning, Search Engine, Software, Web Browsers;San Francisco, California, United States, North America;Page One Ventures, ZMT Capital;—;2;Series B;Apr;1;2022
Kaleidoscope;Enterprise Software, Marketplace, Predictive Analytics, Social Entrepreneurship, Software;Minneapolis, Minnesota, United States, North America;3×5 Partners, Rally Ventures;3×5 Partners, Rally Ventures;2;Series A;apr;4;2022
TraceAir;Analytics, Cloud Computing, Construction, Drones, Software;Redwood City, California, United States, North America;KG Ventures, XTX Ventures;—;2;Series A;Apr;4;2022
Trunk;Developer Tools, Information Technology, Software;San Francisco, California, United States, North America;Andreessen Horowitz, Haystack, Initialized Capital;—;3;Series A;Apr;4;2022
Corsha;Cloud Security, Cyber Security, SaaS, Security;Vienna, Virginia, United States, North America;1843 Capital, Razor's Edge Ventures, Ten Eleven Ventures;Razor's Edge Ventures, Ten Eleven Ventures;3;Series A;Apr;5;2022
8base;Developer Tools, Enterprise Software, PaaS, SaaS, Software, Web Development;Miami, Florida, United States, North America;11 Tribes Ventures, Alumni Ventures, Argonautic Ventures, Firebrand Ventures, Foundry Group, Lago Innovation Fund, MongoDB Ventures, Network.VC, Strawberry Creek Ventures, Techstars;Foundry Group, Strawberry Creek Ventures;10;Series A;Apr;5;2022
ReadySet Technology;Database, Developer Tools, Information Services, Information Technology, Software;Beverly Hills, California, United States, North America;Adam Gross, Amplify Partners, Guillermo Rauch, Index Ventures, Jason Warner, Spencer Kimball, Yury Izrailevsky, Zero Prime Ventures;Index Ventures;8;Series A;Apr;5;2022
METiS Therapeutics;Biopharma, Biotechnology, Genetics, Health Care, Machine Learning;Cambridge, Massachusetts, United States, North America;5Y Capital, China Life Private Equity Investment, CMB International Capital Corporation, Frees Fund, HSG, Lightspeed China Partners, Monolith Management, PICC Capital Investment Management;PICC Capital Investment Management;8;Series B;Apr;5;2022
Appwrite;Developer APIs, Developer Platform, Developer Tools, Open Source;San Francisco, California, United States, North America;Bessemer Venture Partners, Flybridge, Ibex Investors, Seedcamp, Tiger Global Management;Tiger Global Management;5;Series A;Apr;5;2022
Tinybird;Analytics, Big Data, Business Intelligence, Developer APIs, Software;New York, New York, United States, North America;"
Amit Agarwal, Crane Venture Partners, CRV, Guillermo Rauch, Singular";CRV, Singular;5;Series A;Apr;5;2022
Rattle;B2B, Information Technology, SaaS, Sales, Software;San Francisco, California, United States, North America;GV, Insight Partners, Lightspeed India Partners, Peak XV Partners;Insight Partners;4;Series A;Apr;5;2022
InsurePay;Billing, Insurance, InsurTech, Payments, SaaS;Nashville, Tennessee, United States, North America;Aquiline Technology Growth, FINTOP Capital;Aquiline Technology Growth, FINTOP Capital;2;Series B ;apr;6;2022
Persona;Artificial Intelligence (AI), Cloud Computing, Information Technology, Machine Learning, Software;San Francisco, California, United States, North America;Adil Syed, Armilar Venture Partners, Ben Braverman, Caixa Capital, Comcast Ventures, Flexport, Jason Rosengarden, Jude Gomila, Kyle Parrish, Paulo Marques;Armilar Venture Partners, Comcast Ventures;10;Series A;Apr;6;2022
Ascend.io;Analytics, Big Data, SaaS, Software;Palo Alto, California, United States, North America;Accel, Shasta Ventures, Tiger Global Management;Tiger Global Management;3;Series B;Apr;6;2022
Docyt;Accounting, Artificial Intelligence (AI), Machine Learning, Mobile;Santa Clara, California, United States, North America;First Rays Venture Partners, lobby capital, Morado Ventures, Page One Ventures;lobby capital;4;Series A;Apr;6;2022
Kumo.AI;Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, SaaS;Mountain View, California, United States, North America;A.Capital Ventures, Cory Scott, David Chaiken, Greg Greeley, Igor Perisic, Li Fan, Rob Eldridge, Ronald Conway, Sequoia Capital, Sridhar Ramaswamy, SV Angel, Tristan Handy;Sequoia Capital;12;Series A;Apr;7;2022
Terradepth;Analytics, Artificial Intelligence (AI), Geospatial, Internet of Things, Machine Learning, Marine Technology, Robotics;Austin, Texas, United States, North America;Giant Ventures, Nimble Ventures;Giant Ventures, Nimble Ventures;2;Series A;apr;11;2022
Tive;Enterprise Software, Internet of Things, Shipping, Software, Supply Chain Management;Boston, Massachusetts, United States, North America;AVP, Broom Ventures, Fifth Wall, Floating Point, Hyperplane, NextView Ventures, Qualcomm Ventures, RRE Ventures, SJF Ventures, Sorenson Capital, Supply Chain Ventures, Two Sigma Ventures;AVP;12;Series B;Apr;11;2022
Diligent Robotics;Artificial Intelligence (AI), Human Computer Interaction, Machine Learning, Robotics, Software;Austin, Texas, United States, North America;Boom Capital Ventures, Cedars-Sinai Health Ventures, DNX Ventures, E14 Fund, Gaingels, Next Coast Ventures, Promus Ventures, Tiger Global Management, True Ventures, Ubiquity Ventures;Tiger Global Management;10;Series B;Apr;11;2022
Viam;Machine Learning, Robotics, Software, Software Engineering;New York, New York, United States, North America;12 West Capital, Battery Ventures, Schox Venture Capital, Tiger Global Management, Union Square Ventures;Tiger Global Management;5;Series A;Apr;11;2022
ComboCurve;Oil and Gas, SaaS;Houston, Texas, United States, North America;Bessemer Venture Partners, Dragoneer Investment Group;Bessemer Venture Partners, Dragoneer Investment Group;2;Series B ;apr;12;2022
Grain;Enterprise Software, Information Technology, SaaS, Video, Video Editing;San Francisco, California, United States, North America;"Acrew Capital, Austen Allred, Elias Rubel, Freestyle Capital, Guillaume ""G"" Cabane, Hiten Shah, Kyle Parrish, Logos Capital, Nikhil Basu Trivedi, Peterson Ventures, Sahil Lavingia, Slack Fund, Taylor Barada, Tiger Global Management, Unbound Ventures, Unusual Ventures, Zoom Apps Fund";Tiger Global Management;17;Series A;Apr;12;2022
Last9;Developer Platform, Developer Tools, DevOps, Software, Software Engineering;Santa Clara, California, United States, North America;"
Better Capital, Mars Shot Ventures, Peak XV Partners";Peak XV Partners;3;Series A;Apr;12;2022
Tagboard;Content, Content Creators, Media and Entertainment, SaaS, Social Media, Software, TV Production, Video Streaming;Redmond, Washington, United States, North America;Spivy Private Capital, Sports Loft, WestRiver Group;_;3;Series A;Apr;12;2022
BlueOceanAI;Apps, Artificial Intelligence (AI), Brand Marketing, Information Technology, Machine Learning, SaaS, Software;Oakland, California, United States, North America;FJ Labs, Insight Partners;Insight Partners;2;Series B ;apr;13;2022
Raptor Maps;Asset Management, Data Visualization, Drones, Energy, Solar;Somerville, Massachusetts, United States, North America;Blue Bear Capital, Buoyant Ventures, Congruent Ventures, Data Point Capital, DNV GL, ENGIE New Ventures, MacKinnon, Bennett & Company, Microsoft Climate Innovation Fund;MacKinnon, Bennett & Company;8;Series B;Apr;13;2022
Mesh;Analytics, Data Collection and Labeling, Developer Tools, DevOps, Enterprise Software, Information Services, Information Technology, SaaS, Software Engineering;San Jose, California, United States, North America;Ankit Nagori, Hemant Bhardwaj, RTP Global, Sumon Sadhu, Surge, Viral Bajaria, Y Combinator Continuity Fund;RTP Global;7;Series A;Apr;13;2022
Shipium;E-Commerce, Logistics, Retail Technology, SaaS, Software;Seattle, Washington, United States, North America;Good Friends, Insight Partners, PSL Ventures, Trilogy Equity Partners;Insight Partners;4;Series A;Apr;13;2022
RentRedi;Apps, Property Management, Rental Property, SaaS, Software;New York, New York, United States, North America;K1 Investment Management, RiverPark Ventures, TIA Ventures, Tribeca Early Stage Partners;K1 Investment Management;4;Series A;Apr;13;2022
Optimal Dynamics;Artificial Intelligence (AI), Logistics, Machine Learning, SaaS, Software, Supply Chain Management, Transportation;New York, New York, United States, North America;Activate Capital Partners, Bessemer Venture Partners, The Westly Group;The Westly Group;3;Series B;Apr;14;2022
Inca Digital;Analytics, Big Data, Blockchain, Financial Services, Natural Language Processing;Washington, District of Columbia, United States, North America;Aquamarine Fund, Consolidated Trading LLC, Galaxy Digital, Grant Gittlin, GTS Venture Capital, Menai Financial Group, Wedbush Capital Partners;Galaxy Digital, GTS Venture Capital;7;Series A;Apr;14;2022
Beam Impact;Apps, SaaS, Social Impact;New York, New York, United States, North America;Andrew Jones, Brian Long, HearstLab, Index Ventures, Ruchika Kumar, Ulu Ventures;Index Ventures;6;Series A;Apr;14;2022
DoControl;Cloud Security, Cyber Security, Information Technology, Productivity Tools, Risk Management, SaaS;New York, New York, United States, North America;Cardumen Capital, CrowdStrike, Insight Partners, RTP Global, StageOne Ventures;Insight Partners;5;Series B;Apr;14;2022
Twingate;Cloud Security, Cyber Security, DevOps, Information Technology, Network Security;Redwood City, California, United States, North America;8VC, Bond, SignalFire, WndrCo;Bond;4;Series B;Apr;14;2022
Demostack;B2B, SaaS, Sales Automation, Software;San Francisco, California, United States, North America;Amin Makhani, Amiti Ventures, Bessemer Venture Partners, Cerca Partners, Clark Valberg, Des Traynor, Eilon Reshef, GTMfund, Lars Nilsson, Leyla Seka, Operator Collective, Rich Liu, Ronni Zehavi, StepStone Group, Tiger Global Management, Tomer London, Zach Lawryk;Tiger Global Management;17;Series B;Apr;19;2022
BlockApps;Blockchain, Cryptocurrency, Developer APIs, Developer Platform, E-Commerce, Marketplace;Brooklyn, New York, United States, North America;AAF Management Ltd., Bloccelerate VC, ConSensys Ventures, Eidetic Ventures, Fitz Gate Ventures, Givic, Kinetic Capital, Liberty City Ventures, Morgan Creek Capital Management, Propel(X);Liberty City Ventures;10;Series B;Apr;19;2022
STRIVR;Enterprise, Enterprise Software, Information Technology, Software, Training, Virtual Reality;Palo Alto, California, United States, North America;Accenture Ventures, Bank of America, Gaingels, Georgian, Workday Ventures;Georgian;5;Series B;Apr;19;2022
SEON;Fraud Detection, Identity Management, Machine Learning, Network Security, Risk Management;"
Austin, Texas, United States, North America";Creandum, Crew Capital, IVP, Portfolion Capital Partners;IVP;4;Series B;Apr;19;2022
Wheelhouse;Big Data, Hospitality, SaaS, Small and Medium Businesses, Travel;San Francisco, California, United States, North America;01 Advisors, Alpana Ventures, Certares, Fifth Wall, Highgate Ventures, Montauk Ventures, New Enterprise Associates, PAR Capital Management, RXR Digital Ventures, SignalFire, Tishman Speyer;Highgate Ventures, New Enterprise Associates;11;Series A;Apr;20;2022
Spruce;Analytics, Blockchain, Cryptocurrency, Enterprise Software, Identity Management;New York, New York, United States, North America;A.Capital Ventures, Alex Pruden, Andreessen Horowitz, Anthony Sassano, Benjamin Jack, Dev Ojha, Ejaaz Ahamadeen, Electric Capital, Ethereal Ventures, Gemini Frontier Fund, Jeromy Johnson, Juan Benet, Matias Woloski, Matt Condon, Matt Luongo, Okta Ventures, Orange DAO, Protocol Labs, Robot Ventures, Ryan Li, SCB 10X, Scott Belsky, Sunny Aggarwal, SV Angel, Teck Chia, Third Kind Venture Capital, Viktor Bunin, Will Villanueva, William Allen, Y Combinator;Andreessen Horowitz;30;Series A;Apr;20;2022
Statsig;Analytics, Big Data, SaaS;Bellevue, Washington, United States, North America;Ironwood Ventures, Joe Morrissey, Julien Codorniou, Madrona, Microsoft Accelerator Bangalore, Sequoia Capital;Sequoia Capital;6;Series B;Apr;20;2022
Prezent AI;Artificial Intelligence (AI), Information Technology, Machine Learning, Software;Los Altos, California, United States, North America;Angel Collective Opportunity Fund, BluePointe Ventures, Emergent Ventures, Greycroft, Ironwood Ventures, WestWave Capital;Greycroft;6;Series A;Apr;20;2022
Mutiny;Advertising, Artificial Intelligence (AI), B2B, Machine Learning, Marketing, Personalization, SaaS;San Francisco, California, United States, North America;Cowboy Ventures, Insight Partners, Sequoia Capital, Tiger Global Management, Uncork Capital;Insight Partners, Tiger Global Management;5;Series B;Apr;20;2022
Corevist;B2B, E-Commerce, SaaS, Software;Raleigh, North Carolina, United States, North America;Halstatt, Jurassic Capital, Recurring Capital Partners;Jurassic Capital;3;Series B;Apr;21;2022
Leasecake;B2B, Commercial Real Estate, Enterprise Software, Leasing, Real Estate;Winter Park, Florida, United States, North America;Branded Hospitality, Las Olas Venture Capital, PeakSpan Capital;PeakSpan Capital;3;Series A;Apr;21;2022
Basis Theory;Cyber Security, Data Storage, FinTech, Information Technology, Payments, Privacy, Security;Mill Valley, California, United States, North America+;"
Bessemer Venture Partners, BoxGroup, Conversion Capital, Good Friends, Kindred Ventures, Ludlow Ventures, Offline Ventures, Xffirmers";_;8;Series A;Apr;21;2022
Glide Apps;Apps, Mobile, Mobile Apps, Software, Web Development;San Francisco, California, United States, North America;Benchmark, First Round, Flybridge, SV Angel, Y Combinator Continuity Fund;Benchmark;5;Series A;Apr;21;2022
Enervee;Analytics, Clean Energy, E-Commerce, Energy Efficiency, SaaS;Los Angeles, California, United States, North America;JP Morgan, Kerogen Capital;JP Morgan, Kerogen Capital;2;Series B;apr;22;2022
Replicant;Artificial Intelligence (AI), Data Center Automation, Information Services, Machine Learning, Speech Recognition;San Francisco, California, United States, North America;Alumni Ventures, Atomic, Green D Ventures, Irongrey, Norwest, Omega Venture Partners, Salesforce Ventures, Stripes;Stripes;8;Series B;Apr;25;2022
Userful;Collaboration, Content Delivery Network, Enterprise Software, Information Technology, Software, Video, Virtualization;San Ramon, California, United States, North America;Accelerate Fund, BDC ICE Fund (Cleantech), Birchcliff Partners LP, Bluesky Equities, Yaletown Partners;BDC ICE Fund (Cleantech);5;Series B;Apr;25;2022
Adept AI;Artificial Intelligence (AI), Generative AI, Machine Learning, Software;San Francisco, California, United States, North America;Addition, Andrej Karpathy, Chris Re, Greylock, Howie Liu, Joe Morrissey, Root Ventures, Sarah Meyohas, Scott Belsky;Addition, Greylock;9;Sereis A;Apr;26;2022
Basesten;Artificial Intelligence (AI), Developer Tools, Machine Learning, Software, Software Engineering;San Francisco, California, United States, North America;Cristina Cordova, Dev Ittycheria, Greylock, Jay Simons, Jean-Denis Greze, K5 Global, Lachy Groom, South Park Commons;Greylock;8;Series A;Apr;26;2022
QuotaPath;Developer Tools, SaaS, Sales Automation, Software;Philadelphia, Pennsylvania, United States, North America;ATX Venture Partners, Insight Partners, Integr8d Capital, Stage 2 Capital, Tribe Capital;Tribe Capital;5;Series B;Apr;26;2022
RelationalAI;Artificial Intelligence (AI), Database, Information Technology, Software;"
Berkeley, California, United States, North America";Addition, Madrona, Menlo Ventures, Tiger Global Management;Tiger Global Management;4;Series B;Apr;26;2022
Loris;"
Artificial Intelligence (AI), Computer, Customer Service, Machine Learning, SaaS";New York, New York, United States, North America;Bow Capital, Floodgate, ServiceNow, Vertex Ventures;Bow Capital;4;Series A;Apr;26;2022
OnsiteIQ;Artificial Intelligence (AI), Computer Vision, Construction, Enterprise Software, Real Estate;New York, New York, United States, North America;Bela Juju Ventures, Navigate Ventures;—;2;Series A;Apr;27;2022
dotData;Artificial Intelligence (AI), Big Data, Data Center Automation, Industrial Automation, Information Technology, InsurTech, Machine Learning, Software;San Mateo, California, United States, North America;Otsuka Corporation, Sumitomo Mitsui Banking Corporation, Sumitomo Mitsui Trust Bank;Otsuka Corporation, Sumitomo Mitsui Banking Corporation, Sumitomo Mitsui Trust Bank;3;Series B;Apr;27;2022
EnsoData;Analytics, Artificial Intelligence (AI), Health Care, Machine Learning, Software;Madison, Wisconsin, United States, North America;Colle Capital Partners, Frederick Robertson, HealthX Ventures, Inspire Medical Systems, Justin Mortara, M25, Supermoon Capital, Venture Investors, Zetta Venture Partners;Inspire Medical Systems;9;Series A;Apr;27;2022
Mozart Data;Analytics, Cloud Data Services, Data Storage, Data Visualization, Software, Software Engineering;San Francisco, California, United States, North America;Apollo Projects, Craft Ventures, Goldcrest Capital, Spearhead, Tapestry VC, TGM ventures, Valor Equity Partners;Craft Ventures;7;Series A;Apr;27;2022
Coherent;Information Technology, InsurTech, SaaS, Software;New York, New York, United States, North America;Blue Owl Capital Corporation, Cathay Innovation, Franklin Templeton, GreatPoint Ventures, Maverick Capital;Maverick Capital;5;Series B;Apr;27;2022
Broker Buddha;Insurance, InsurTech, Internet, SaaS, Software;New York, New York, United States, North America;SiriusPoint, Vertex Ventures;SiriusPoint;2;Series A;apr;28;2022
Windsurf;Artificial Intelligence (AI), Embedded Systems, Machine Learning, Semiconductor, Software;Mountain View, California, United States, North America;Founders Fund, Greenoaks;Greenoaks;2;Series A;Apr;28;2022
Syinthesis AI;Artificial Intelligence (AI), Computer Vision, Generative AI, Machine Learning;San Francisco, California, United States, North America;468 Capital, Bee Partners, Boom Capital Ventures, iRobot Ventures, Kubera Venture Capital, PJC, Sorenson Ventures, Strawberry Creek Ventures;468 Capital;8;Series A;Apr;28;2022
Smallstep;Identity Management, Network Security, Open Source, Software;San Francisco, California, United States, North America;Accel, Bain Capital Ventures, boldstart ventures, StepStone Group, Upside Partnership;StepStone Group;5;Series A;Apr;28;2022
PortX;Data Integration, Financial Services, FinTech, Information Technology, Payments, Software;Mercer Island, Washington, United States, North America;American Capital Partners, BankTech Ventures, Choice Bank, Patamar Capital;Choice Bank, Patamar Capital;4;Series A;Apr;28;2022
Antrophic;Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning;San Francisco, California, United States, North America;Center for Emerging Risk Research, FTX, Jaan Tallinn, James McClave, Nishad Singh;FTX;5;Series B;Apr;29;2022
The Public Company;Biotechnology, SaaS, Software;Palo Alto, California, United States, North America;Cleveland Capital Management, ImpactAssets, The General Partnership, Venrock, Verily;ImpactAssets;5;Series A;May;1;2022
PatientIQ;Big Data, Health Care, Information Technology, Predictive Analytics, SaaS;Chicago, Illinois, United States, North America;August Capital, Health Enterprise Partners;Health Enterprise Partners;2;Series B ;may;2;2022
Nectar;Human Resources, Information Technology, SaaS;Orem, Utah, United States, North America;Element Ventures, GTMfund;—;2;Series A;may;2;2022
Accern;Artificial Intelligence (AI), Big Data, Generative AI, InsurTech, Machine Learning, Natural Language Processing, Text Analytics;New York, New York, United States, North America;Fusion Fund, Gaingels, Network.VC, Red Hook Capital, Roman Smolevskiy, Shasta Ventures, Tribe Capital, Viaduct Ventures;Fusion Fund;8;Series B;May;2;2022
Traceable;Artificial Intelligence (AI), Cyber Security, Fraud Detection, Network Security, SaaS, Software;San Francisco, California, United States, North America;BIG Labs, IVP, Tiger Global Management, Unusual Ventures;IVP;4;Series B;May;2;2022
LinearB;Analytics, Information Technology, Machine Learning, Software;Santa Monica, California, United States, North America;83North, Battery Ventures, Salesforce Ventures, Tribe Capital;Tribe Capital;4;Series B;May;2;2022
TrustCloud;SaaS, Software;Boston, Massachusetts, United States, North America;OpenView, Tola Capital;OpenView;2;Series A ;May;3;2022
Sleuth;Analytics, Collaboration, Developer Tools, Software;San Francisco, California, United States, North America;CRV, Felicis, Menlo Ventures;Felicis;3;Series A;May;3;2022
Prisma;Developer Platform, Enterprise Software, Information Technology, Software;San Francisco, California, United States, North America;Altimeter Capital, Amplify Partners, Kleiner Perkins;Altimeter Capital;3;Series B;May;3;2022
Edge Delta;Computer, DevOps, Network Security, Software;Seattle, Washington, United States, North America;Amity Ventures, BAM Elevate, Bek Ventures, Cisco Investments, Geodesic Capital, Kin Ventures, MaC Venture Capital, Menlo Ventures, Quiet Capital, ServiceNow;Quiet Capital;10;Series B;May;3;2022
Phylum;Cyber Security, Developer Tools, Enterprise Software, Software;Evergreen, Colorado, United States, North America;Atlassian Ventures, Ballistic Ventures, ClearSky, First In, SixThirty, TechOperators Venture Capital;"
ClearSky";6;Series A;May;3;2022
Toplyne;Business Intelligence, SaaS, Sales, Software, Subscription Service;San Francisco, California, United States, North America;Mars Shot Ventures, Peak XV Partners, Surge, Tiger Global Management, Together Fund;Peak XV Partners, Tiger Global Management;5;Series A;May;3;2022
AccelByte;Developer Platform, Developer Tools, Digital Marketing, E-Commerce Platforms, Online Games, Software, Video Games;Seattle, Washington, United States, North America;Galaxy Interactive, NetEase, SoftBank Vision Fund, Sony Interactive Entertainment;SoftBank Vision Fund;4;Series B;May;3;2022
Amberdata;Blockchain, Cryptocurrency, Developer APIs, Developer Platform, FinTech;Miami, Florida, United States, North America;Aspenwood Ventures, boldstart ventures, Citi, Coinbase, CTC Venture Capital, Franklin Templeton, Innovius Capital, Knollwood Investment Advisory, NAB Ventures, Nasdaq Ventures, Nexo, Rovida Kruptos Assets, Susquehanna International Group;Knollwood Investment Advisory;13;Series B;May;4;2022
Sensible Weather;Analytics, InsurTech, Predictive Analytics, Software;Santa Monica, California, United States, North America;Certares, Derive Ventures, Group1001, Infinity Ventures, TGM ventures, Wonder Ventures;Infinity Ventures;6;Series A;May;4;2022
Mosyle;Education, Enterprise Software, Mobile Devices, Software;Winter Park, Florida, United States, North America;"
Album VC, Elephant, Insight Partners, StepStone Group";Insight Partners;4;Series B;May;4;2022
Pachama;Artificial Intelligence (AI), CleanTech, Forestry, Machine Learning, Marketplace;San Francisco, California, United States, North America;Aglaé Ventures, AirAngels, Alexander Will, Alexis Ohanian, Azeem Azhar, Breakthrough Energy Ventures, Claire Hughes Johnson, Climate Pledge Fund, Ellen DeGeneres, Fabrice Grinda, Firstrock Capital, Future Positive, Joe Gebbia, Khaled Naim, Lowercarbon Capital, Manu Ginobilli, Marcos Galperin, Matias Muchnick, MCJ, Miguel Nogales, Oreilly AlphaTech Ventures, Plus Capital, Portia de Rossi, Ram Shriram, ReGen Ventures, Sahil Lavingia, Saltwater Capital, Seaya, Serena Williams, Seth Goldman, Social Capital, Sweet Capital, The Twenty Minute VC, Tobias Lütke, Unruly Capital, Wollemi, Zinal Growth;Future Positive;37;Series B;May;5;2022
Irreverent Labs;Artificial Intelligence (AI), Blockchain, Gaming, Machine Learning, Software;Dover, Delaware, United States, North America;Advancit Capital, Andreessen Horowitz, Capitoria, IVC, Keen Crypto, MANTIS Venture Capital, Michael Ovitz, Solana Ventures, Sonam Kapoor Ahuja, Unlock Venture Partners;Andreessen Horowitz;10;Series A;May;6;2022
